,src,mt,ref,correctness,repetitions,named-entities,omission,strong-unsupport,full-unsupport
925,Mit dem Fahrradhalter & Fahrradanhänger von HUNTER kein Problem mehr!,"With HUNTER's bike holder and bicycle trailer, no problem anymore!",Not a problem any more with the leash attachment & bicycle trailer from Hunter!,1,0,0,0,0,0
926,Die Rotbauchunke ist das Wappentier des Naturparks.,The Rotbauchunke is the coat of arms of the Natural Park.,The fire-bellied toad is the heraldic animal of the national park.,0,0,0,0,0,0
927,Das ist erschreckend!,That is appalling.,This is madness!,1,0,0,0,0,0
928,Rußland - Abkommen über Partnerschaft und Zusammenarbeit,Russia - Partnership and Cooperation Agreement,Russia - Partnership and Cooperation Agreement,1,0,0,0,0,0
929,Na das gibt jetzt eine Strafe die sich gewaschen hat.,"Well, there is now a penalty that has washed itself.",That will give you the highest possible punishment.,1,0,0,0,0,0
930,Wo waren wir?,Where were we?,Where were we?,1,0,0,0,0,0
931,Die Website kann czland.ucoz.ru die Lehren aus der tschechischen Sprache mit der ursprünglichen Grammatik herunterladen.,The website can download the lessons of Czech language with the original grammar.,The site czland.ucoz.ru can download the lessons of the Czech language with the initial grammar.,0,0,0,1,0,0
932,Ich schließe mich der Aussage des Herrn Abgeordneten an.,I agree with the honourable Member.,I accept what the Member said.,0,0,0,0,0,0
933,"Die Kommission wird ersucht,",The Commission is invited to:,The Commission is invited to:,1,0,0,0,0,0
934,Form der Hilfe,Type of aid,Form of assistance,1,0,0,0,0,0
935,Gibt es Leben in der Dunkelheit?,Is there life in darkness?,Why is the Hoelloch so huge?,1,0,0,0,0,0
936,Seit Jahren bewährt: Macht individuelle Einstellung der Gängigkeit möglich.,"For years now, it has been proven that individualization of elasticity is possible.",Proven for years: Makes individual adjustment of the tension possible.,1,0,0,0,0,0
937,"Ich hatte einfach Pech, da ich mich dem Hotel von der Hinterseite näherte und 10 Minuten aussen herum laufen musste bis ich auf den Eingang gestoßen bin!",The room was clean and comfortable. The staff were very helpful.,I was unlucky in that I approached from the back and had to spend 10 minutes walking around the outside until I came across the way in!,0,0,0,0,0,1
938,Die Konsumneigung der Verbraucher steigt aktuell sogar spürbar an.,The consumer's appetite for consumption is actually increasing significantly at present.,"A marked rise in consumers"" propensity to buy is currently being observed.",1,0,0,0,0,0
939,"Dieses erste Testprojekt hat sich erfreulich entwickelt, das Schulareal der May-Sheo Schule...",The May-Sheo school area has been developed in this first test project.,"As this initial test-project proved to be successful, the compound of the May-Sheo...",1,0,0,0,0,0
940,Das ist eine absolute Selbstverständlichkeit.,That goes without saying.,That is an absolute fact.,1,0,0,0,0,0
941,Produkte für die Fotoarchivierung sind zusätzlich PAT-getestet.,Photographic archiving products are also PAT-tested.,Your special requirement sets the dimension of our task.,1,0,0,0,0,0
942,Er wurde anhand des Bestands an Erfahrungen aller Mitgliedstaaten festgelegt.,It has been defined on the basis of the experience of all Member States.,It was developed through stock taking experiences in and across Member States.,1,0,0,0,0,0
943,"Es ist nicht beabsichtigt, dass diese Stücke öffentlich aufgefürt werden.",It is not intended that these pieces will be publicly opened.,This songs of the percussion group Dancing-Hands are not intended for public performance.,0,0,0,0,0,0
944,Nützliche Technologien allgemeiner zugänglich zu machen.,making use of technologies more widely available.,Making relevant technologies more readily available.,0,0,0,0,0,0
945,Wie sollten einem die Flaushys da jemals ausgehen?,What should the flaushys ever do?,How can a Flaushys there should ever go out?,0,0,0,0,0,0
946,Jeden vermietete wagen bekommen sie von uns für den nachsten mietwagen reservierung extra billig preise.,You will get an extra price for each rental for the next rental car.,"When you have a reservationin our company ,you can take a discount for next car rental everytime.",0,0,0,0,0,0
947,Höflich bitten hilft da nichts mehr.,Please kindly ask for nothing to help.,Asking politely just doesn't do it anymore.,0,0,0,0,0,0
948,"Aber wir sind ja immer weiter dafür, daß uns das demnächst um die Ohren fliegt.","However, we are always in favour of this soon being flown around our ears.","But we continue to support this, even if it all blows up in our faces one day.",1,0,0,0,0,0
949,"Lassen Sie sich von frischem Kaffeeduft wecken, und beginnen Sie den Tag mit einem ausgiebigen Frühstück auf der Hotelterrasse.",Start the day with an extensive breakfast on the hotel terrace.,"You will wake up to the scent of freshly made coffee, and begin your day with a delicious breakfast on our patio.",0,0,0,0,0,0
950,Das Engagement für Europa,Commitment to Europe,Commitment to Europe,1,0,0,0,0,0
951,Übersicht der nächsten Kurstermine finden Sie hier .,Overview of the next spa dates can be found here .,Click here to receive contact information .,0,0,0,0,0,0
952,"Wenn Sie Werte direkt an der PS1 Variable in der aktuellen Sitzung, wie sie ohne festen mantedran nur während der aktuellen Sitzung von der Konsole Befehle, so dass, wenn Sie diese Sitzung und gehen in eine andere wird sich nicht jede Änderung .","If you set values directly to the PS1 variable in the current session, as they were without fixed mantedran only during the current session of the console commands, so that if you do this session and go to another will not change every time .","If you enter values directly to the PS1 variable in the current session, as fixed without them mantedran only during the current session of the console commands, so when you leave this meeting and go into another will not reflect any change .",1,0,0,0,0,0
953,Zeugnisse aus dieser Zeit sind Kornspeicher und Dreschtenn.,The testimonies from this time are grain storage and dried.,Granaries and threshing floors survive from this time.,0,0,0,0,0,0
954,"Daraufhin erhängt sich auch diese, während der Mann sie zunächst vaginal, dann anal penetriert.","In the mid- 23rd century , she became the first woman to have a vaginal penetration.",She in turn hangs herself; he enters her vaginally then anally.,0,0,0,0,1,0
955,Sechs findet man ausreichend.,Six are sufficient.,Six would be enough.,1,0,0,0,0,0
956,Er hat in diesem Zusammenhang,He has done so.,"In that context, it",0,0,0,0,0,0
957,"Dozentin des Fortbildungslehrgangs ""Eltern sein"", Entwicklungspsychologie- und Sozialisationfachbereich , Universität von Padua; Dozentin master CERP Trient .","In addition, the University of Padua teaches at the University of Padua, Master CERP Trient .","Lecturer in Parenthood (specialization course), Department of Psychology of Socialization and Development, University of Padua and at the Master Course CERP Trento .",0,1,0,0,1,0
958,Zum Abschluss der Aussprache wurden sieben Entschließungsanträge eingereicht.,I have received seven motions for resolutions to wind up the debate.,Seven motions for resolutions have been tabled to wind up the debate.,1,0,0,0,0,0
959,Technische Betriebsführung Kaufmännische Betriebsführung Energieerzeugung ...,Technical management Purchasing Company Management Power Production ...,Technical plant management Commercial plant management Energy production ...,0,0,0,0,0,0
960,"Identifikation: Beim Brennen entsteht Ruβ, bei der Beugung wird die Beugstelle weiβ, gewöhnlich berstet es nicht.","Identification: When burning, rest is created, at the time of prevention, the attachment becomes white, usually it does not save.","Identification: It burns creating soot; when bent, it whites out in the bend place and usually doesn't break.",0,0,0,0,0,0
961,C. Bildungsgestützte Entwicklung auf lokaler Ebene,C. Local education development,kills and competencies of the workforce.,0,0,0,0,0,0
962,"Es ist doch klar: Wenn man aus lauter Geldgier einen Wiederkäuer unbedingt zum Aasfresser machen will, geht das daneben.","It is clear that if you want to make a ruminant an aasfresser out of pure greed, that is the opposite.","The facts are obvious: if for the sake of sheer greed we want to turn a cud-chewing animal into a feeder on carrion, then we have got it all wrong.",0,0,0,0,0,0
963,"Ersucht die Mitgliedstaaten, im Rahmen ihrer ZuständigkeitEN",Search for Member States within their competence,INVITES THE MEMBER STATES WITHIN THE FRAMEWORK OF THEIR RESPONSIBILITIES TO:,1,0,0,0,0,0
964,Es geht dabei um folgende Aspekte:,The issues at stake are:,The following aspects are covered:,1,0,0,0,0,0
965,"Uns ist inzwischen allen bekannt, dass die Staaten nicht in der Lage sind, die eigenen durch die Globalisierung ausgelösten Probleme zu lösen.",We now all know that the Member States are not in a position to solve their own problems caused by globalisation.,We are now well aware of the fact that States are incapable of resolving on their own the problems caused by globalisation.,1,0,0,0,0,0
966,Würden Sie also bitte in Zukunft länger und lauter klingeln lassen!,So please let us have a longer and louder ring in future!,So could you make sure they ring it longer and louder in future?,1,0,0,0,0,0
967,"Spätestens wenn der Hund zu haaren beginnt, muss getrimmt werden.","If the dog starts to haar, it must be consumed.",When the dog starts moulting it must be groomed as soon as possible.,0,0,0,0,0,0
968,"Überhaupt gewundert, wie man über diese ganze Seite mit den Tags in Ihrem WordPress'ie?","Surprisingly, how to use this whole page with tags in your WordPress'ie?",Ever wondered how to make over this entire page with the tags in your WordPress'ie?,1,0,0,0,0,0
969,"Er hatte einen großen Schnurrbart, der kitzelte.",He had a big beard that tied up.,He was a foreman on a construction site.,1,0,0,0,0,0
970,Und das zu einem supergünstigen Preis!,And this at a very reasonable price!,And that at a very favourable price!,1,0,0,0,0,0
971,In einer Pfanne erhitzen das Öl zum Frittieren die Fleischbällchen erforderlich.,"In a pan, the oil will heat the meat bills necessary to fritter.",In a pan heat the oil needed for frying the meatballs.,0,0,0,0,0,0
972,China bricht nicht zusammen,China\u0027s Faire,China is Not Collapsing,0,0,0,1,1,0
973,Das kann auch nicht in Frage kommen.,That is not acceptable either.,That does not come into it.,1,0,0,0,0,0
974,Während der Fahrt reichen wir Häppchen und Riesling-Sekt vom Weingut Loersch an der Mosel.,During the trip we pass skins and giant sectors from the vineyard Loersch on the Moselle.,"During and after the flight, we will offer you champagne and a snack.",0,0,1,0,0,0
975,Sie sind nicht übergangen worden.,They have not been overlooked.,It has not been kept secret: it is in your hands.,1,0,0,0,0,0
976,Sie geben sich Ihnen ganz privat hin.,You are giving yourselves up in private.,and they offer you their intimacy !,0,0,0,0,1,0
977,Lassen Sie sich von uns verwöhnen.,Let us spoil you.,Get pampered and enjoy your holidays with us.,1,0,0,0,0,0
978,"Um die Stabilität zu erhalten, bedarf es einer Verbesserung der japanisch-chinesischen Beziehungen.","To maintain stability, Japanese-China relations need to be improved.","For stability to be preserved, Sino-Japanese relations must improve.",1,0,0,0,0,0
979,Im Anschluß an diese Änderungen,Following these changes,The amendments resulted in:,1,0,0,0,0,0
980,Wir freuen uns auf Ihre Reservierung!,We look forward to receiving your reservation!,We look forward to receiving your reservation!,1,0,0,0,0,0
981,Damit sichern wir langfristig die Handlungsfähigkeit unseres Unternehmens.,This ensures our company's ability to act in the long term.,The goal is to ensure the long-term existence of our company.,1,0,0,0,0,0
982,Wie werden wir der Täter habhaft?,How do we become habitable to the perpetrators?,How can we get hold of the perpetrators?,1,0,0,0,0,0
983,"Wenn Sie könnten Mini's Mango-Bauern geerntet werden, so bitte vorstellen.","If you could harvest Mini's mango farmers, please present.","If you could be harvested mango farmer's mini, so please introduce.",1,0,0,0,0,0
984,"Telekommunikation, Landwirtschaft und Umwelt gebunden.",agriculture and the environment.,"telecommunications, agriculture and the environment.",0,0,0,1,0,0
985,"← World of Warcraft Client Service-Einheiten zu kleiden spielen, Chinese Simplified erscheinen?","À World of Warcraft client service units to play dress, Chinese Simplified appear?","← Taiwan World of Warcraft client service dress, simplified Chinese characters to play there?",1,0,0,0,0,0
